article.type,cue.memory.cutoff,cue.memory.policy,cue.memory.total.recipients,education,gender,gender.original,gk.Cheney,gk.Cheney.original,initial.like,ncog1,ncog3,ncog4,ncog5,ncog6,ncog7,state,year.of.birth,cue.condition,Demsupp,Demopp,female,male,age,age.legit,educ.low,Northeast,North.Central,South,West,region,PID.pre
con_nocue,about $500 a month,reduce,"about 100,000",some college,female,female,TRUE,Vice President,disapprove strongly,greatly prefer complex problem,a great deal,"slightly prefer big, long-term",like a lot,like a lot,much more satisfied than relie,MI,1984,nocue,FALSE,FALSE,TRUE,FALSE,24,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,"about $1,500 a month",reduce,"about 100,000",Associate's Degree,male,male,FALSE,NA,disapprove strongly,slightly prefer complex proble,a moderate amount,no preference,dislike a little,neither like nor dislike,relief and satisfaction to the,MO,1974,nocue,FALSE,FALSE,FALSE,TRUE,34,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demsupp,"about $2,500 a month",expand,"about 500,000",some college,female,female,TRUE,vice president,disapprove slightly,somewhat prefer simple problem,a moderate amount,"slightly prefer small, daily p",dislike a little,neither like nor dislike,slightly more satisfied than r,PA,1971,Demsupp,TRUE,FALSE,TRUE,FALSE,37,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
con_Demopp,about $500 a month,reduce,"about 100,000",12th,female,female,TRUE,vice president,approve somewhat,slightly prefer complex proble,a lot,"somewhat prefer small, daily p",neither like nor dislike,like somewhat,much more satisfied than relie,OH,1966,Demopp,FALSE,TRUE,TRUE,FALSE,42,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demsupp,"about $2,000 a month",expand,"about 100,000",some college,female,female,TRUE,Vice President of the U.S.,approve somewhat,slightly prefer complex proble,a moderate amount,"slightly prefer small, daily p",like somewhat,like somewhat,somewhat more satisfied than r,CA,1964,Demsupp,TRUE,FALSE,TRUE,FALSE,44,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_nocue,"about $2,500 a month",expand,about 1 million,some college,female,female,TRUE,Vice President,disapprove slightly,slightly prefer complex proble,a moderate amount,"somewhat prefer small, daily p",dislike somewhat,dislike a little,slightly more satisfied than r,TN,1981,nocue,FALSE,FALSE,TRUE,FALSE,27,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_nocue,"about $1,000 a month",expand,"about 100,000",some college,female,Female,FALSE,NA,disapprove slightly,slightly prefer simple problem,a lot,"somewhat prefer small, daily p",dislike somewhat,like a little,slightly more relieved than sa,AR,1987,nocue,FALSE,FALSE,TRUE,FALSE,21,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demopp,about $500 a month,reduce,about 1 million,B.A.,female,female,TRUE,vice president,disapprove strongly,somewhat prefer complex proble,a moderate amount,"somewhat prefer big, long-term",like a little,like somewhat,somewhat more satisfied than r,VA,1988,Demopp,FALSE,TRUE,TRUE,FALSE,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demopp,"about $2,500 a month",expand,"about 500,000",B.A.,female,female,TRUE,vp,approve slightly,greatly prefer complex problem,a moderate amount,NA,like a little,like a lot,much more satisfied than relie,PA,1965,Demopp,FALSE,TRUE,TRUE,FALSE,43,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demopp,"about $2,500 a month",neither,"about 50,000",Associate's Degree,male,Male,TRUE,Vice President,neither approve nor disapprove,no preference,a lot,"greatly prefer small, daily pr",dislike a lot,neither like nor dislike,much more relieved than satisf,CA,1979,Demopp,FALSE,TRUE,FALSE,TRUE,29,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demsupp,"about $1,500 a month",reduce,"about 100,000",some college,female,Female,TRUE,Vice President,approve strongly,no preference,a great deal,no preference,like a lot,like a lot,much more satisfied than relie,GA,1965,Demsupp,TRUE,FALSE,TRUE,FALSE,43,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_nocue,"about $2,500 a month",expand,about 1 million,12th,female,Female,TRUE,Vice President,approve strongly,greatly prefer complex problem,a lot,"somewhat prefer big, long-term",like somewhat,like a lot,somewhat more relieved than sa,NE,1988,nocue,FALSE,FALSE,TRUE,FALSE,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,"about $2,000 a month",reduce,"about 50,000",B.A.,male,Male,TRUE,Vice President of the United States,neither approve nor disapprove,greatly prefer complex problem,a great deal,NA,like a lot,like somewhat,somewhat more relieved than sa,NV,1970,nocue,FALSE,FALSE,FALSE,TRUE,38,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,"about $1,000 a month",expand,about 1 million,12th,female,female,FALSE,dont know,disapprove strongly,somewhat prefer simple problem,a moderate amount,"somewhat prefer small, daily p",dislike somewhat,dislike somewhat,somewhat more relieved than sa,MS,1979,Demsupp,TRUE,FALSE,TRUE,FALSE,29,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_Demopp,"about $1,500 a month",expand,"about 100,000",some college,female,Female,TRUE,vice president,approve slightly,no preference,a lot,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,NV,1977,Demopp,FALSE,TRUE,TRUE,FALSE,31,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demopp,about $500 a month,reduce,"about 100,000",some college,female,female,TRUE,vice president,disapprove strongly,somewhat prefer simple problem,a lot,"slightly prefer small, daily p",neither like nor dislike,neither like nor dislike,relief and satisfaction to the,PA,1988,Demopp,FALSE,TRUE,TRUE,FALSE,20,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demsupp,about $500 a month,reduce,"about 100,000",Associate's Degree,female,female,TRUE,vice president,disapprove strongly,somewhat prefer complex proble,a moderate amount,"slightly prefer big, long-term",like a little,like a lot,somewhat more satisfied than r,WI,1974,Demsupp,TRUE,FALSE,TRUE,FALSE,34,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demopp,"about $1,000 a month",neither,"about 100,000",B.A.,female,female,FALSE,secretary of state,neither approve nor disapprove,somewhat prefer complex proble,a great deal,no preference,like a lot,like a lot,somewhat more satisfied than r,IL,1987,Demopp,FALSE,TRUE,TRUE,FALSE,21,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demopp,about $500 a month,reduce,"about 100,000",12th,female,Female,TRUE,Vice President,disapprove strongly,somewhat prefer complex proble,a lot,no preference,neither like nor dislike,like a little,somewhat more satisfied than r,MO,1982,Demopp,FALSE,TRUE,TRUE,FALSE,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_nocue,about $500 a month,reduce,about 1 million,12th,female,female,FALSE,senate,disapprove somewhat,no preference,a great deal,no preference,neither like nor dislike,like a lot,relief and satisfaction to the,IL,1976,nocue,FALSE,FALSE,TRUE,FALSE,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_nocue,about $500 a month,reduce,"about 50,000",some college,female,female,FALSE,govenor,disapprove slightly,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",dislike somewhat,dislike a little,slightly more relieved than sa,CA,1976,nocue,FALSE,FALSE,TRUE,FALSE,32,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demopp,"about $2,000 a month",reduce,"about 500,000",12th,male,male,TRUE,vice president,disapprove somewhat,slightly prefer complex proble,a moderate amount,"slightly prefer big, long-term",neither like nor dislike,neither like nor dislike,relief and satisfaction to the,IN,1969,Demopp,FALSE,TRUE,FALSE,TRUE,39,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,"about $1,500 a month",reduce,"about 50,000",some college,female,female,TRUE,vice president,disapprove strongly,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",like somewhat,like a lot,somewhat more satisfied than r,NY,1976,nocue,FALSE,FALSE,TRUE,FALSE,32,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demopp,about $500 a month,reduce,"about 100,000",B.A.,female,Female,TRUE,VP,disapprove strongly,no preference,a lot,"slightly prefer small, daily p",dislike a little,neither like nor dislike,somewhat more satisfied than r,MI,1979,Demopp,FALSE,TRUE,TRUE,FALSE,29,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demsupp,"about $1,500 a month",expand,"about 100,000",some college,male,male,TRUE,vp,disapprove slightly,slightly prefer complex proble,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,slightly more satisfied than r,SD,1972,Demsupp,TRUE,FALSE,FALSE,TRUE,36,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_nocue,"about $1,500 a month",expand,"about 100,000",B.A.,male,male,TRUE,vice president,disapprove strongly,no preference,a lot,"slightly prefer big, long-term",dislike a little,like a lot,somewhat more satisfied than r,AR,1965,nocue,FALSE,FALSE,FALSE,TRUE,43,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_nocue,about $500 a month,reduce,about 1 million,12th,male,male,TRUE,vice president,disapprove somewhat,slightly prefer complex proble,a lot,"slightly prefer big, long-term",like a little,like somewhat,somewhat more satisfied than r,GA,1978,nocue,FALSE,FALSE,FALSE,TRUE,30,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demsupp,about $500 a month,reduce,about 1 million,some college,male,male,TRUE,vice president,approve slightly,somewhat prefer simple problem,a lot,"slightly prefer big, long-term",like somewhat,like somewhat,slightly more satisfied than r,NC,1974,Demsupp,TRUE,FALSE,FALSE,TRUE,34,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_nocue,about $500 a month,reduce,"about 100,000",B.A.,male,male,TRUE,vice president,disapprove strongly,slightly prefer complex proble,a lot,"slightly prefer big, long-term",like somewhat,like somewhat,relief and satisfaction to the,IL,1964,nocue,FALSE,FALSE,FALSE,TRUE,44,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,about $500 a month,expand,"about 50,000",B.A.,female,FEmale,TRUE,Vice President,disapprove slightly,somewhat prefer complex proble,a lot,"slightly prefer small, daily p",like somewhat,like somewhat,somewhat more relieved than sa,HI,1984,Demsupp,TRUE,FALSE,TRUE,FALSE,24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_nocue,"about $1,500 a month",expand,about 1 million,some college,male,male,TRUE,Vice President,approve somewhat,somewhat prefer complex proble,a great deal,NA,like a little,like somewhat,much more satisfied than relie,MO,1990,nocue,FALSE,FALSE,FALSE,TRUE,18,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
